Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q2HJ86	Q6B856	TUBA1D	TUBB2B					15297674:0114:LC|19285086:0114:LC|15917812:0114:LC|22857951:0114:LC|15014504:0114:LC
Q2KIG3	Q2KIG3	CPB2	CPB2					20880845:0114:LC
Q3MHR7	Q58CQ2	ARPC2	ARPC1B					23893131:0114:LC|18462674:0071:LC|18462674:0826:LC|19648907:0071:LC|18462674:0028:LC|18462674:0067:LC|19648907:0114:LC
Q3SYX9	Q58CQ2	ARPC5	ARPC1B					23893131:0114:LC|18462674:0071:LC|18462674:0826:LC|19648907:0071:LC|18462674:0028:LC|18462674:0067:LC|19648907:0114:LC
Q3SZI4	Q3SZI4	YWHAQ	YWHAQ					PDB_6BCY:0114:LC|PDB_6BD1:0114:LC
Q3SZN8	Q3SZN8	RNH1	RNH1					24941155:0114:LC
Q3T035	Q3T035	ARPC3	ARPC3					15505213:0114:LC|10940259:0114:LC
Q3T035	Q58CQ2	ARPC3	ARPC1B					23893131:0114:LC|18462674:0071:LC|18462674:0826:LC|19648907:0071:LC|18462674:0028:LC|18462674:0067:LC|19648907:0114:LC
Q3T101	Q3T101	IGL@	IGL@					27574710:0114:LC|23746848:0114:LC
Q3ZC95	Q3ZC95	BTK	BTK					25699547:0114:LC
Q3ZCJ7	Q6B856	TUBA1C	TUBB2B					18787557:0114:LC
Q5EA61	Q5EA61	CKB	CKB					PDB_4Q2R:0114:LC
Q5I2M5	Q5I2M5	TLR9	TLR9					29625894:0114:LC|25686612:0114:LC
Q5QF96	Q5QF96	SLC14A1	SLC14A1					22733730:0114:LC|22733730:0071:LC
Q6B856	Q6B856	TUBB2B	TUBB2B					28991265:0114:LC
Q7SIB3	Q7SIB3	COL4A2	COL4A2					15299013:0114:LC
Q7SIH1	Q7SIH1	A2M	A2M					9634697:0114:LC
Q95114	Q95114	MFGE8	MFGE8					17583728:0114:LC
Q9BE39	Q9BE39	MYH7	MYH7					PDB_6FSA:0114:LC|28775348:0114:LC
Q9GL30	Q9GL30	PLBD1	PLBD1					23934913:0114:LC
Q9N0F3	Q9N0F3	SARS2	SARS2					16163389:0114:LC
Q9TTF5	Q9TTF5	CD38	CD38					22529956:0114:LC
Q9XSC9	Q9XSC9	TCN2	TCN2					16537422:0114:LC
