5.9	2	0	9.8	0	0	0	0	0	0	0	0	0	0	2	9.8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15.7	0	0	3.9	0	0	0	0	0
0	13.6	0	36.4	0	0	0	0	0	0	0	0	0	0	18.2	4.5	0	0	31.8	4.5	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	18.2	0	0	4.5	27.3	4.5	0	0	0
4.1	4.1	0	57.1	0	0	2	0	0	0	0	0	2	0	4.1	0	2	4.1	2	0	0	0	0	0	0	0	0	0	0	0	0	12.2	0	0	0	0	0	0	0	0	0	0	0	16.3	67.3	0	0	10.2	18.4	18.4	0	0	0
0	0	0	0	0	0	0	0	0	3.5	0	1.2	5.8	0	5.8	0	0	0	0	0	0	0	2.3	0	0	11.6	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	1.2	11.6	0	0	0
0	0	0	0	0	0	0	0	0	3.4	0	0	3.4	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	3.4	0	0	0	0	0	0	0	0	0	10.3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	14.3	0	0	14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3	0	0	0	0	0	57.1	0	0	0	0	0	0	0	0	0	0	0	14.3	0	0	0	0	0	0
0	0	0	0	0	0	0	14.3	0	0	0	42.9	0	0	0	0	0	0	0	0	0	0	0	0	14.3	0	0	0	0	0	14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3	0	0	0
0	0	0	0	0	0	0	0	0	5.8	13.5	0	13.5	0	1.9	0	0	0	0	0	0	0	5.8	0	0	71.1	7.7	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	90.4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
0	0	0	0	0	19.6	0	0	0	2	0	0	2	0	1.3	0	0	0	0	0	0	0	5.2	0	0	3.3	0.7	0	0	0	3.9	0	2.6	1.3	0	9.8	5.9	0	0	0	0	0	0	0	0	0	6.5	0	0.7	0	0	0	9.8
0	0	0	0	0	0	0	3	0	0	0	3	6.1	3	36.4	0	0	0	0	0	60.6	0	0	0	48.5	0	0	0	0	6.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	15.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
0	0	10	0	0	0	0	0	0	0	0	10	10	0	20	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	45	15	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8	28	4	0	4	0	1	0	0	0	0	0	0	0	0	17	0	1	3	0	0	0	0	0	3	3	0	3	0	5	0	0	0	0	0	0	0	0	21	0	1	1	12	0	0
0	0	0	0	0	0	0	0	0	14.9	0	0	7.9	0	1	0	0	0	0	0	0	5.9	4	0	0	1	39.6	0	2	0	3	0	0	4	2	5.9	5.9	0	1	0	0	5.9	0	0	0	0	47.5	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	45.8	0	12.5	0	0	0	0	0	0	0	0	0	0	8.3	37.5	0	0	0	0	0	0	0	0	8.3	12.5	0	0	0	0	0	0	0	0	0	50	0	0	0	37.5	37.5	0
0	0	0	0	34	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	1	0	0	45
