Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q6DBF6	Q9SYQ8	Q6DBF6	CLV1		T4O12.5	LOCUS:1006230337	LOCUS:2204350	24833385:0090:HT|24833385:0112:HT
Q6DBF6	Q9SZP6	Q6DBF6	F20M13.250		T9A14.2	LOCUS:1006230337	LOCUS:2121229	24833385:0090:HT|24833385:0112:HT
Q6DBG8	Q6DBG8	ARAD1	ARAD1	T4C15	T4C15	LOCUS:2063494	LOCUS:2063494	22270560:0055:LC|22270560:0004:LC|25326916:0090:LC
Q6DBM8	Q84N34	MTPB	HHP2	F16P2.21	F6I18.240	LOCUS:2043117	LOCUS:2126709	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q8LD98	MTPB	NHL6	F16P2.21	F1E22.7	LOCUS:2043117	LOCUS:2018531	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q8RY98	MTPB	Q8RY98	F16P2.21	F24B9.36|F24B9_36	LOCUS:2043117	LOCUS:2026499	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q8RYE2	MTPB	Q8RYE2	F16P2.21		LOCUS:2043117	LOCUS:505006314	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q941D5	MTPB	VPS2.3	F16P2.21	F21M11.12	LOCUS:2043117	LOCUS:2024107	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q94CG2	MTPB	BET12	F16P2.21	FCAALL.379	LOCUS:2043117	LOCUS:1005716319	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9AST5	MTPB	Q9AST5	F16P2.21	K6M13.9|K6M13_9	LOCUS:2043117	LOCUS:2157849	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9C7D7	MTPB	Q9C7D7	F16P2.21	F28J15.3	LOCUS:2043117	LOCUS:2082199	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9C835	MTPB	CYP21-4	F16P2.21	T8E24.14	LOCUS:2043117	LOCUS:2103420	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9FNH6	MTPB	NHL3	F16P2.21	MHF15.16	LOCUS:2043117	LOCUS:2164305	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9LK55	MTPB	Q9LK55	F16P2.21		LOCUS:2043117	LOCUS:505006339	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9LPN5	MTPB	VPS60-1	F16P2.21	F13M14.7|F18K10.26	LOCUS:2043117	LOCUS:2075800	24833385:0112:HT
Q6DBM8	Q9LYI4	MTPB	EMB3135	F16P2.21	F14F18.60|F14F18_60	LOCUS:2043117	LOCUS:2143064	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9M0V8	MTPB	Q9M0V8	F16P2.21		LOCUS:2043117	LOCUS:2115944	24833385:0112:HT
Q6DBM8	Q9M2Z4	MTPB	MSBP2	F16P2.21	T21J18.160	LOCUS:2043117	LOCUS:2099453	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9M353	MTPB	CHX20	F16P2.21	F5K20_20	LOCUS:2043117	LOCUS:2084370	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9SHI7	MTPB	UBC34	F16P2.21	F20D23.1	LOCUS:2043117	LOCUS:2020392	24833385:0090:HT|24833385:0112:HT
Q6DBM8	Q9SX96	MTPB	Q9SX96	F16P2.21	F16N3.6|F16N3_6	LOCUS:2043117	LOCUS:2015393	24833385:0090:HT|24833385:0112:HT
